country_or_region_code,country_or_region,year,indicator,value_percent,source,source_url,note
1718,Samarkand region,2022,Share of foreign investments and loans in investments in fixed assets,52.7,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1718,Samarkand region,2023,Share of foreign investments and loans in investments in fixed assets,49.3,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1722,Surkhandarya region,2010,Share of foreign investments and loans in investments in fixed assets,5.2,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1722,Surkhandarya region,2011,Share of foreign investments and loans in investments in fixed assets,7.2,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1722,Surkhandarya region,2012,Share of foreign investments and loans in investments in fixed assets,11.0,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1722,Surkhandarya region,2013,Share of foreign investments and loans in investments in fixed assets,12.0,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1722,Surkhandarya region,2014,Share of foreign investments and loans in investments in fixed assets,12.2,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1722,Surkhandarya region,2015,Share of foreign investments and loans in investments in fixed assets,10.4,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1722,Surkhandarya region,2016,Share of foreign investments and loans in investments in fixed assets,9.8,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1722,Surkhandarya region,2017,Share of foreign investments and loans in investments in fixed assets,11.5,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1722,Surkhandarya region,2018,Share of foreign investments and loans in investments in fixed assets,21.4,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1722,Surkhandarya region,2019,Share of foreign investments and loans in investments in fixed assets,66.3,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1722,Surkhandarya region,2020,Share of foreign investments and loans in investments in fixed assets,60.1,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1722,Surkhandarya region,2021,Share of foreign investments and loans in investments in fixed assets,45.2,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1722,Surkhandarya region,2022,Share of foreign investments and loans in investments in fixed assets,42.3,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1722,Surkhandarya region,2023,Share of foreign investments and loans in investments in fixed assets,66.0,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1724,Syrdarya region,2010,Share of foreign investments and loans in investments in fixed assets,9.6,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1724,Syrdarya region,2011,Share of foreign investments and loans in investments in fixed assets,4.7,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1724,Syrdarya region,2012,Share of foreign investments and loans in investments in fixed assets,2.6,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1724,Syrdarya region,2013,Share of foreign investments and loans in investments in fixed assets,9.6,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1724,Syrdarya region,2014,Share of foreign investments and loans in investments in fixed assets,9.6,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1724,Syrdarya region,2015,Share of foreign investments and loans in investments in fixed assets,10.8,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1724,Syrdarya region,2016,Share of foreign investments and loans in investments in fixed assets,7.7,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1724,Syrdarya region,2017,Share of foreign investments and loans in investments in fixed assets,4.6,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1724,Syrdarya region,2018,Share of foreign investments and loans in investments in fixed assets,9.6,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1724,Syrdarya region,2019,Share of foreign investments and loans in investments in fixed assets,44.8,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1724,Syrdarya region,2020,Share of foreign investments and loans in investments in fixed assets,48.7,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1724,Syrdarya region,2021,Share of foreign investments and loans in investments in fixed assets,59.8,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1724,Syrdarya region,2022,Share of foreign investments and loans in investments in fixed assets,79.1,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1724,Syrdarya region,2023,Share of foreign investments and loans in investments in fixed assets,81.4,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1726,Tashkent city,2010,Share of foreign investments and loans in investments in fixed assets,39.5,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1726,Tashkent city,2011,Share of foreign investments and loans in investments in fixed assets,28.8,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1726,Tashkent city,2012,Share of foreign investments and loans in investments in fixed assets,19.6,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1726,Tashkent city,2013,Share of foreign investments and loans in investments in fixed assets,17.7,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1726,Tashkent city,2014,Share of foreign investments and loans in investments in fixed assets,13.1,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1726,Tashkent city,2015,Share of foreign investments and loans in investments in fixed assets,13.0,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1726,Tashkent city,2016,Share of foreign investments and loans in investments in fixed assets,16.4,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1726,Tashkent city,2017,Share of foreign investments and loans in investments in fixed assets,18.1,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1726,Tashkent city,2018,Share of foreign investments and loans in investments in fixed assets,15.1,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1726,Tashkent city,2019,Share of foreign investments and loans in investments in fixed assets,36.7,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1726,Tashkent city,2020,Share of foreign investments and loans in investments in fixed assets,29.9,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1726,Tashkent city,2021,Share of foreign investments and loans in investments in fixed assets,37.3,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1726,Tashkent city,2022,Share of foreign investments and loans in investments in fixed assets,30.0,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1726,Tashkent city,2023,Share of foreign investments and loans in investments in fixed assets,40.3,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1727,Tashkent region,2010,Share of foreign investments and loans in investments in fixed assets,16.4,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1727,Tashkent region,2011,Share of foreign investments and loans in investments in fixed assets,16.6,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1727,Tashkent region,2012,Share of foreign investments and loans in investments in fixed assets,16.1,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1727,Tashkent region,2013,Share of foreign investments and loans in investments in fixed assets,10.7,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1727,Tashkent region,2014,Share of foreign investments and loans in investments in fixed assets,10.9,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1727,Tashkent region,2015,Share of foreign investments and loans in investments in fixed assets,15.3,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1727,Tashkent region,2016,Share of foreign investments and loans in investments in fixed assets,13.7,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1727,Tashkent region,2017,Share of foreign investments and loans in investments in fixed assets,12.0,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1727,Tashkent region,2018,Share of foreign investments and loans in investments in fixed assets,9.6,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1727,Tashkent region,2019,Share of foreign investments and loans in investments in fixed assets,26.0,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1727,Tashkent region,2020,Share of foreign investments and loans in investments in fixed assets,26.7,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1727,Tashkent region,2021,Share of foreign investments and loans in investments in fixed assets,34.3,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1727,Tashkent region,2022,Share of foreign investments and loans in investments in fixed assets,32.4,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1727,Tashkent region,2023,Share of foreign investments and loans in investments in fixed assets,56.0,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1730,Fergana region,2010,Share of foreign investments and loans in investments in fixed assets,12.3,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1730,Fergana region,2011,Share of foreign investments and loans in investments in fixed assets,15.4,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1730,Fergana region,2012,Share of foreign investments and loans in investments in fixed assets,11.1,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1730,Fergana region,2013,Share of foreign investments and loans in investments in fixed assets,11.8,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1730,Fergana region,2014,Share of foreign investments and loans in investments in fixed assets,8.7,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1730,Fergana region,2015,Share of foreign investments and loans in investments in fixed assets,7.6,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1730,Fergana region,2016,Share of foreign investments and loans in investments in fixed assets,8.9,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1730,Fergana region,2017,Share of foreign investments and loans in investments in fixed assets,5.8,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1730,Fergana region,2018,Share of foreign investments and loans in investments in fixed assets,19.4,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1730,Fergana region,2019,Share of foreign investments and loans in investments in fixed assets,42.7,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1730,Fergana region,2020,Share of foreign investments and loans in investments in fixed assets,41.3,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1730,Fergana region,2021,Share of foreign investments and loans in investments in fixed assets,39.1,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1730,Fergana region,2022,Share of foreign investments and loans in investments in fixed assets,44.8,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1730,Fergana region,2023,Share of foreign investments and loans in investments in fixed assets,51.8,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1733,Khorezm region,2010,Share of foreign investments and loans in investments in fixed assets,9.8,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1733,Khorezm region,2011,Share of foreign investments and loans in investments in fixed assets,11.3,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1733,Khorezm region,2012,Share of foreign investments and loans in investments in fixed assets,9.5,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1733,Khorezm region,2013,Share of foreign investments and loans in investments in fixed assets,4.8,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1733,Khorezm region,2014,Share of foreign investments and loans in investments in fixed assets,7.4,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1733,Khorezm region,2015,Share of foreign investments and loans in investments in fixed assets,2.7,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1733,Khorezm region,2016,Share of foreign investments and loans in investments in fixed assets,5.8,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1733,Khorezm region,2017,Share of foreign investments and loans in investments in fixed assets,6.8,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1733,Khorezm region,2018,Share of foreign investments and loans in investments in fixed assets,8.5,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1733,Khorezm region,2019,Share of foreign investments and loans in investments in fixed assets,42.5,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1733,Khorezm region,2020,Share of foreign investments and loans in investments in fixed assets,32.0,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1733,Khorezm region,2021,Share of foreign investments and loans in investments in fixed assets,33.5,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1733,Khorezm region,2022,Share of foreign investments and loans in investments in fixed assets,32.3,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1733,Khorezm region,2023,Share of foreign investments and loans in investments in fixed assets,47.4,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1735,Republic of Karakalpakstan,2010,Share of foreign investments and loans in investments in fixed assets,12.6,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1735,Republic of Karakalpakstan,2011,Share of foreign investments and loans in investments in fixed assets,13.8,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1735,Republic of Karakalpakstan,2012,Share of foreign investments and loans in investments in fixed assets,28.7,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1735,Republic of Karakalpakstan,2013,Share of foreign investments and loans in investments in fixed assets,30.5,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1735,Republic of Karakalpakstan,2014,Share of foreign investments and loans in investments in fixed assets,47.4,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1735,Republic of Karakalpakstan,2015,Share of foreign investments and loans in investments in fixed assets,48.2,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1735,Republic of Karakalpakstan,2016,Share of foreign investments and loans in investments in fixed assets,44.6,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1735,Republic of Karakalpakstan,2017,Share of foreign investments and loans in investments in fixed assets,10.0,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1735,Republic of Karakalpakstan,2018,Share of foreign investments and loans in investments in fixed assets,23.7,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1735,Republic of Karakalpakstan,2019,Share of foreign investments and loans in investments in fixed assets,36.9,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1735,Republic of Karakalpakstan,2020,Share of foreign investments and loans in investments in fixed assets,38.9,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1735,Republic of Karakalpakstan,2021,Share of foreign investments and loans in investments in fixed assets,37.4,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1735,Republic of Karakalpakstan,2022,Share of foreign investments and loans in investments in fixed assets,38.7,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
1735,Republic of Karakalpakstan,2023,Share of foreign investments and loans in investments in fixed assets,56.6,National Statistics Committee of Uzbekistan / SIAT,https://api.siat.stat.uz/media/uploads/sdmx/sdmx_data_1336.json,"Official SIAT table available via API; this is by territory, not the requested sector breakdown."
